source,target,relation,evidence_doc_id,weight
CASE-2025-0046,SYM-13,hasObservedSymptom,DOC-CASE-012,1.0
CASE-2025-0047,CROP-01,ofCrop,DOC-CASE-012,1.0
CASE-2025-0047,REG-02,observedIn,DOC-CASE-012,1.0
CASE-2025-0047,DIS-02,diagnosedAs,DOC-CASE-012,1.0
CASE-2025-0047,DOC-CASE-012,evidenceFrom,DOC-CASE-012,1.0
CASE-2025-0047,SYM-05,hasObservedSymptom,DOC-CASE-012,1.0
CASE-2025-0047,SYM-03,hasObservedSymptom,DOC-CASE-012,1.0
CASE-2025-0048,CROP-01,ofCrop,DOC-CASE-012,1.0
CASE-2025-0048,REG-03,observedIn,DOC-CASE-012,1.0
CASE-2025-0048,DIS-06,diagnosedAs,DOC-CASE-012,1.0
CASE-2025-0048,DOC-CASE-012,evidenceFrom,DOC-CASE-012,1.0
CASE-2025-0048,SYM-12,hasObservedSymptom,DOC-CASE-012,1.0
CASE-2025-0048,SYM-13,hasObservedSymptom,DOC-CASE-012,1.0
CASE-2025-0049,CROP-01,ofCrop,DOC-CASE-013,1.0
CASE-2025-0049,REG-04,observedIn,DOC-CASE-013,1.0
CASE-2025-0049,DIS-02,diagnosedAs,DOC-CASE-013,1.0
CASE-2025-0049,DOC-CASE-013,evidenceFrom,DOC-CASE-013,1.0
CASE-2025-0049,SYM-05,hasObservedSymptom,DOC-CASE-013,1.0
CASE-2025-0049,SYM-03,hasObservedSymptom,DOC-CASE-013,1.0
CASE-2025-0050,CROP-01,ofCrop,DOC-CASE-013,1.0
CASE-2025-0050,REG-05,observedIn,DOC-CASE-013,1.0
CASE-2025-0050,DIS-06,diagnosedAs,DOC-CASE-013,1.0
CASE-2025-0050,DOC-CASE-013,evidenceFrom,DOC-CASE-013,1.0
CASE-2025-0050,SYM-12,hasObservedSymptom,DOC-CASE-013,1.0
CASE-2025-0050,SYM-13,hasObservedSymptom,DOC-CASE-013,1.0
CASE-2025-0051,CROP-01,ofCrop,DOC-CASE-013,1.0
CASE-2025-0051,REG-01,observedIn,DOC-CASE-013,1.0
CASE-2025-0051,DIS-07,diagnosedAs,DOC-CASE-013,1.0
CASE-2025-0051,DOC-CASE-013,evidenceFrom,DOC-CASE-013,1.0
CASE-2025-0051,SYM-01,hasObservedSymptom,DOC-CASE-013,1.0
CASE-2025-0051,SYM-14,hasObservedSymptom,DOC-CASE-013,1.0
CASE-2025-0052,CROP-01,ofCrop,DOC-CASE-013,1.0
CASE-2025-0052,REG-02,observedIn,DOC-CASE-013,1.0
CASE-2025-0052,DIS-02,diagnosedAs,DOC-CASE-013,1.0
CASE-2025-0052,DOC-CASE-013,evidenceFrom,DOC-CASE-013,1.0
CASE-2025-0052,SYM-05,hasObservedSymptom,DOC-CASE-013,1.0
CASE-2025-0052,SYM-03,hasObservedSymptom,DOC-CASE-013,1.0
CASE-2025-0053,CROP-01,ofCrop,DOC-CASE-014,1.0
CASE-2025-0053,REG-03,observedIn,DOC-CASE-014,1.0
CASE-2025-0053,DIS-06,diagnosedAs,DOC-CASE-014,1.0
CASE-2025-0053,DOC-CASE-014,evidenceFrom,DOC-CASE-014,1.0
CASE-2025-0053,SYM-12,hasObservedSymptom,DOC-CASE-014,1.0
CASE-2025-0053,SYM-13,hasObservedSymptom,DOC-CASE-014,1.0
CASE-2025-0053,SYM-03,hasObservedSymptom,DOC-CASE-014,1.0
CASE-2025-0054,CROP-01,ofCrop,DOC-CASE-014,1.0
CASE-2025-0054,REG-04,observedIn,DOC-CASE-014,1.0
CASE-2025-0054,DIS-02,diagnosedAs,DOC-CASE-014,1.0
CASE-2025-0054,DOC-CASE-014,evidenceFrom,DOC-CASE-014,1.0
CASE-2025-0054,SYM-05,hasObservedSymptom,DOC-CASE-014,1.0
CASE-2025-0054,SYM-03,hasObservedSymptom,DOC-CASE-014,1.0
CASE-2025-0055,CROP-01,ofCrop,DOC-CASE-014,1.0
CASE-2025-0055,REG-05,observedIn,DOC-CASE-014,1.0
CASE-2025-0055,DIS-06,diagnosedAs,DOC-CASE-014,1.0
CASE-2025-0055,DOC-CASE-014,evidenceFrom,DOC-CASE-014,1.0
CASE-2025-0055,SYM-12,hasObservedSymptom,DOC-CASE-014,1.0
CASE-2025-0055,SYM-13,hasObservedSymptom,DOC-CASE-014,1.0
CASE-2025-0056,CROP-01,ofCrop,DOC-CASE-014,1.0
CASE-2025-0056,REG-01,observedIn,DOC-CASE-014,1.0
CASE-2025-0056,DIS-07,diagnosedAs,DOC-CASE-014,1.0
CASE-2025-0056,DOC-CASE-014,evidenceFrom,DOC-CASE-014,1.0
CASE-2025-0056,SYM-01,hasObservedSymptom,DOC-CASE-014,1.0
CASE-2025-0056,SYM-14,hasObservedSymptom,DOC-CASE-014,1.0
CASE-2025-0057,CROP-01,ofCrop,DOC-CASE-015,1.0
CASE-2025-0057,REG-02,observedIn,DOC-CASE-015,1.0
CASE-2025-0057,DIS-02,diagnosedAs,DOC-CASE-015,1.0
CASE-2025-0057,DOC-CASE-015,evidenceFrom,DOC-CASE-015,1.0
CASE-2025-0057,SYM-05,hasObservedSymptom,DOC-CASE-015,1.0
CASE-2025-0057,SYM-03,hasObservedSymptom,DOC-CASE-015,1.0
CASE-2025-0058,CROP-01,ofCrop,DOC-CASE-015,1.0
CASE-2025-0058,REG-03,observedIn,DOC-CASE-015,1.0
CASE-2025-0058,DIS-06,diagnosedAs,DOC-CASE-015,1.0
CASE-2025-0058,DOC-CASE-015,evidenceFrom,DOC-CASE-015,1.0
CASE-2025-0058,SYM-12,hasObservedSymptom,DOC-CASE-015,1.0
CASE-2025-0058,SYM-13,hasObservedSymptom,DOC-CASE-015,1.0
CASE-2025-0059,CROP-01,ofCrop,DOC-CASE-015,1.0
CASE-2025-0059,REG-04,observedIn,DOC-CASE-015,1.0
CASE-2025-0059,DIS-02,diagnosedAs,DOC-CASE-015,1.0
CASE-2025-0059,DOC-CASE-015,evidenceFrom,DOC-CASE-015,1.0
CASE-2025-0059,SYM-05,hasObservedSymptom,DOC-CASE-015,1.0
CASE-2025-0059,SYM-03,hasObservedSymptom,DOC-CASE-015,1.0
CASE-2025-0060,CROP-01,ofCrop,DOC-CASE-015,1.0
CASE-2025-0060,REG-05,observedIn,DOC-CASE-015,1.0
CASE-2025-0060,DIS-06,diagnosedAs,DOC-CASE-015,1.0
CASE-2025-0060,DOC-CASE-015,evidenceFrom,DOC-CASE-015,1.0
CASE-2025-0060,SYM-12,hasObservedSymptom,DOC-CASE-015,1.0
CASE-2025-0060,SYM-13,hasObservedSymptom,DOC-CASE-015,1.0
CASE-2025-0061,CROP-01,ofCrop,DOC-CASE-016,1.0
CASE-2025-0061,REG-01,observedIn,DOC-CASE-016,1.0
CASE-2025-0061,DIS-02,diagnosedAs,DOC-CASE-016,1.0
CASE-2025-0061,DOC-CASE-016,evidenceFrom,DOC-CASE-016,1.0
CASE-2025-0061,SYM-05,hasObservedSymptom,DOC-CASE-016,1.0
CASE-2025-0061,SYM-03,hasObservedSymptom,DOC-CASE-016,1.0
CASE-2025-0062,CROP-01,ofCrop,DOC-CASE-016,1.0
CASE-2025-0062,REG-02,observedIn,DOC-CASE-016,1.0
CASE-2025-0062,DIS-02,diagnosedAs,DOC-CASE-016,1.0
CASE-2025-0062,DOC-CASE-016,evidenceFrom,DOC-CASE-016,1.0
CASE-2025-0062,SYM-05,hasObservedSymptom,DOC-CASE-016,1.0
CASE-2025-0062,SYM-03,hasObservedSymptom,DOC-CASE-016,1.0
CASE-2025-0063,CROP-01,ofCrop,DOC-CASE-016,1.0
CASE-2025-0063,REG-03,observedIn,DOC-CASE-016,1.0
CASE-2025-0063,DIS-06,diagnosedAs,DOC-CASE-016,1.0
CASE-2025-0063,DOC-CASE-016,evidenceFrom,DOC-CASE-016,1.0
CASE-2025-0063,SYM-12,hasObservedSymptom,DOC-CASE-016,1.0
CASE-2025-0063,SYM-13,hasObservedSymptom,DOC-CASE-016,1.0
CASE-2025-0064,CROP-01,ofCrop,DOC-CASE-016,1.0
CASE-2025-0064,REG-04,observedIn,DOC-CASE-016,1.0
CASE-2025-0064,DIS-02,diagnosedAs,DOC-CASE-016,1.0
CASE-2025-0064,DOC-CASE-016,evidenceFrom,DOC-CASE-016,1.0
CASE-2025-0064,SYM-05,hasObservedSymptom,DOC-CASE-016,1.0
CASE-2025-0064,SYM-03,hasObservedSymptom,DOC-CASE-016,1.0
CASE-2025-0065,CROP-01,ofCrop,DOC-CASE-017,1.0
CASE-2025-0065,REG-05,observedIn,DOC-CASE-017,1.0
CASE-2025-0065,DIS-06,diagnosedAs,DOC-CASE-017,1.0
CASE-2025-0065,DOC-CASE-017,evidenceFrom,DOC-CASE-017,1.0
CASE-2025-0065,SYM-12,hasObservedSymptom,DOC-CASE-017,1.0
CASE-2025-0065,SYM-13,hasObservedSymptom,DOC-CASE-017,1.0
CASE-2025-0065,SYM-03,hasObservedSymptom,DOC-CASE-017,1.0
CASE-2025-0066,CROP-01,ofCrop,DOC-CASE-017,1.0
CASE-2025-0066,REG-01,observedIn,DOC-CASE-017,1.0
CASE-2025-0066,DIS-02,diagnosedAs,DOC-CASE-017,1.0
CASE-2025-0066,DOC-CASE-017,evidenceFrom,DOC-CASE-017,1.0
CASE-2025-0066,SYM-05,hasObservedSymptom,DOC-CASE-017,1.0
CASE-2025-0066,SYM-03,hasObservedSymptom,DOC-CASE-017,1.0
CASE-2025-0067,CROP-01,ofCrop,DOC-CASE-017,1.0
CASE-2025-0067,REG-02,observedIn,DOC-CASE-017,1.0
CASE-2025-0067,DIS-05,diagnosedAs,DOC-CASE-017,1.0
CASE-2025-0067,DOC-CASE-017,evidenceFrom,DOC-CASE-017,1.0
CASE-2025-0067,SYM-10,hasObservedSymptom,DOC-CASE-017,1.0
CASE-2025-0067,SYM-11,hasObservedSymptom,DOC-CASE-017,1.0
CASE-2025-0068,CROP-01,ofCrop,DOC-CASE-017,1.0
CASE-2025-0068,REG-03,observedIn,DOC-CASE-017,1.0
CASE-2025-0068,DIS-01,diagnosedAs,DOC-CASE-017,1.0
CASE-2025-0068,DOC-CASE-017,evidenceFrom,DOC-CASE-017,1.0
CASE-2025-0068,SYM-01,hasObservedSymptom,DOC-CASE-017,1.0
CASE-2025-0068,SYM-02,hasObservedSymptom,DOC-CASE-017,1.0
CASE-2025-0069,CROP-01,ofCrop,DOC-CASE-018,1.0
CASE-2025-0069,REG-04,observedIn,DOC-CASE-018,1.0
CASE-2025-0069,DIS-05,diagnosedAs,DOC-CASE-018,1.0
CASE-2025-0069,DOC-CASE-018,evidenceFrom,DOC-CASE-018,1.0
CASE-2025-0069,SYM-10,hasObservedSymptom,DOC-CASE-018,1.0
CASE-2025-0069,SYM-11,hasObservedSymptom,DOC-CASE-018,1.0
CASE-2025-0069,SYM-03,hasObservedSymptom,DOC-CASE-018,1.0
CASE-2025-0070,CROP-01,ofCrop,DOC-CASE-018,1.0
CASE-2025-0070,REG-05,observedIn,DOC-CASE-018,1.0
CASE-2025-0070,DIS-01,diagnosedAs,DOC-CASE-018,1.0
CASE-2025-0070,DOC-CASE-018,evidenceFrom,DOC-CASE-018,1.0
CASE-2025-0070,SYM-01,hasObservedSymptom,DOC-CASE-018,1.0
CASE-2025-0070,SYM-02,hasObservedSymptom,DOC-CASE-018,1.0
CASE-2025-0071,CROP-01,ofCrop,DOC-CASE-018,1.0
CASE-2025-0071,REG-01,observedIn,DOC-CASE-018,1.0
CASE-2025-0071,DIS-03,diagnosedAs,DOC-CASE-018,1.0
CASE-2025-0071,DOC-CASE-018,evidenceFrom,DOC-CASE-018,1.0
CASE-2025-0071,SYM-06,hasObservedSymptom,DOC-CASE-018,1.0
CASE-2025-0071,SYM-07,hasObservedSymptom,DOC-CASE-018,1.0
CASE-2025-0072,CROP-01,ofCrop,DOC-CASE-018,1.0
CASE-2025-0072,REG-02,observedIn,DOC-CASE-018,1.0
CASE-2025-0072,DIS-05,diagnosedAs,DOC-CASE-018,1.0
CASE-2025-0072,DOC-CASE-018,evidenceFrom,DOC-CASE-018,1.0
CASE-2025-0072,SYM-10,hasObservedSymptom,DOC-CASE-018,1.0
CASE-2025-0072,SYM-11,hasObservedSymptom,DOC-CASE-018,1.0
CASE-2025-0073,CROP-01,ofCrop,DOC-CASE-019,1.0
CASE-2025-0073,REG-03,observedIn,DOC-CASE-019,1.0
CASE-2025-0073,DIS-01,diagnosedAs,DOC-CASE-019,1.0
CASE-2025-0073,DOC-CASE-019,evidenceFrom,DOC-CASE-019,1.0
CASE-2025-0073,SYM-01,hasObservedSymptom,DOC-CASE-019,1.0
CASE-2025-0073,SYM-02,hasObservedSymptom,DOC-CASE-019,1.0
CASE-2025-0073,SYM-03,hasObservedSymptom,DOC-CASE-019,1.0
CASE-2025-0074,CROP-01,ofCrop,DOC-CASE-019,1.0
CASE-2025-0074,REG-04,observedIn,DOC-CASE-019,1.0
CASE-2025-0074,DIS-05,diagnosedAs,DOC-CASE-019,1.0
CASE-2025-0074,DOC-CASE-019,evidenceFrom,DOC-CASE-019,1.0
CASE-2025-0074,SYM-10,hasObservedSymptom,DOC-CASE-019,1.0
CASE-2025-0074,SYM-11,hasObservedSymptom,DOC-CASE-019,1.0
CASE-2025-0075,CROP-01,ofCrop,DOC-CASE-019,1.0
CASE-2025-0075,REG-05,observedIn,DOC-CASE-019,1.0
CASE-2025-0075,DIS-01,diagnosedAs,DOC-CASE-019,1.0
CASE-2025-0075,DOC-CASE-019,evidenceFrom,DOC-CASE-019,1.0
CASE-2025-0075,SYM-01,hasObservedSymptom,DOC-CASE-019,1.0
CASE-2025-0075,SYM-02,hasObservedSymptom,DOC-CASE-019,1.0
CASE-2025-0076,CROP-01,ofCrop,DOC-CASE-019,1.0
CASE-2025-0076,REG-01,observedIn,DOC-CASE-019,1.0
CASE-2025-0076,DIS-03,diagnosedAs,DOC-CASE-019,1.0
CASE-2025-0076,DOC-CASE-019,evidenceFrom,DOC-CASE-019,1.0
CASE-2025-0076,SYM-06,hasObservedSymptom,DOC-CASE-019,1.0
CASE-2025-0076,SYM-07,hasObservedSymptom,DOC-CASE-019,1.0
CASE-2025-0077,CROP-01,ofCrop,DOC-CASE-020,1.0
CASE-2025-0077,REG-02,observedIn,DOC-CASE-020,1.0
CASE-2025-0077,DIS-05,diagnosedAs,DOC-CASE-020,1.0
CASE-2025-0077,DOC-CASE-020,evidenceFrom,DOC-CASE-020,1.0
CASE-2025-0077,SYM-10,hasObservedSymptom,DOC-CASE-020,1.0
CASE-2025-0077,SYM-11,hasObservedSymptom,DOC-CASE-020,1.0
CASE-2025-0077,SYM-03,hasObservedSymptom,DOC-CASE-020,1.0
CASE-2025-0078,CROP-01,ofCrop,DOC-CASE-020,1.0
CASE-2025-0078,REG-03,observedIn,DOC-CASE-020,1.0
CASE-2025-0078,DIS-01,diagnosedAs,DOC-CASE-020,1.0
CASE-2025-0078,DOC-CASE-020,evidenceFrom,DOC-CASE-020,1.0
CASE-2025-0078,SYM-01,hasObservedSymptom,DOC-CASE-020,1.0
CASE-2025-0078,SYM-02,hasObservedSymptom,DOC-CASE-020,1.0
CASE-2025-0079,CROP-01,ofCrop,DOC-CASE-020,1.0
CASE-2025-0079,REG-04,observedIn,DOC-CASE-020,1.0
CASE-2025-0079,DIS-05,diagnosedAs,DOC-CASE-020,1.0
CASE-2025-0079,DOC-CASE-020,evidenceFrom,DOC-CASE-020,1.0
CASE-2025-0079,SYM-10,hasObservedSymptom,DOC-CASE-020,1.0
CASE-2025-0079,SYM-11,hasObservedSymptom,DOC-CASE-020,1.0
CASE-2025-0080,CROP-01,ofCrop,DOC-CASE-020,1.0
CASE-2025-0080,REG-05,observedIn,DOC-CASE-020,1.0
CASE-2025-0080,DIS-01,diagnosedAs,DOC-CASE-020,1.0
CASE-2025-0080,DOC-CASE-020,evidenceFrom,DOC-CASE-020,1.0
CASE-2025-0080,SYM-01,hasObservedSymptom,DOC-CASE-020,1.0
CASE-2025-0080,SYM-02,hasObservedSymptom,DOC-CASE-020,1.0
CASE-2025-0081,CROP-01,ofCrop,DOC-CASE-021,1.0
CASE-2025-0081,REG-01,observedIn,DOC-CASE-021,1.0
CASE-2025-0081,DIS-06,diagnosedAs,DOC-CASE-021,1.0
CASE-2025-0081,DOC-CASE-021,evidenceFrom,DOC-CASE-021,1.0
CASE-2025-0081,SYM-12,hasObservedSymptom,DOC-CASE-021,1.0
CASE-2025-0081,SYM-13,hasObservedSymptom,DOC-CASE-021,1.0
CASE-2025-0081,SYM-03,hasObservedSymptom,DOC-CASE-021,1.0
CASE-2025-0082,CROP-01,ofCrop,DOC-CASE-021,1.0
CASE-2025-0082,REG-02,observedIn,DOC-CASE-021,1.0
CASE-2025-0082,DIS-05,diagnosedAs,DOC-CASE-021,1.0
CASE-2025-0082,DOC-CASE-021,evidenceFrom,DOC-CASE-021,1.0
CASE-2025-0082,SYM-10,hasObservedSymptom,DOC-CASE-021,1.0
CASE-2025-0082,SYM-11,hasObservedSymptom,DOC-CASE-021,1.0
CASE-2025-0083,CROP-01,ofCrop,DOC-CASE-021,1.0
CASE-2025-0083,REG-03,observedIn,DOC-CASE-021,1.0
CASE-2025-0083,DIS-01,diagnosedAs,DOC-CASE-021,1.0
CASE-2025-0083,DOC-CASE-021,evidenceFrom,DOC-CASE-021,1.0
CASE-2025-0083,SYM-01,hasObservedSymptom,DOC-CASE-021,1.0
CASE-2025-0083,SYM-02,hasObservedSymptom,DOC-CASE-021,1.0
CASE-2025-0084,CROP-01,ofCrop,DOC-CASE-021,1.0
CASE-2025-0084,REG-04,observedIn,DOC-CASE-021,1.0
CASE-2025-0084,DIS-05,diagnosedAs,DOC-CASE-021,1.0
CASE-2025-0084,DOC-CASE-021,evidenceFrom,DOC-CASE-021,1.0
CASE-2025-0084,SYM-10,hasObservedSymptom,DOC-CASE-021,1.0
CASE-2025-0084,SYM-11,hasObservedSymptom,DOC-CASE-021,1.0
CASE-2025-0085,CROP-01,ofCrop,DOC-CASE-022,1.0
CASE-2025-0085,REG-05,observedIn,DOC-CASE-022,1.0
CASE-2025-0085,DIS-01,diagnosedAs,DOC-CASE-022,1.0
CASE-2025-0085,DOC-CASE-022,evidenceFrom,DOC-CASE-022,1.0
CASE-2025-0085,SYM-01,hasObservedSymptom,DOC-CASE-022,1.0
CASE-2025-0085,SYM-02,hasObservedSymptom,DOC-CASE-022,1.0
CASE-2025-0085,SYM-03,hasObservedSymptom,DOC-CASE-022,1.0
CASE-2025-0086,CROP-01,ofCrop,DOC-CASE-022,1.0
CASE-2025-0086,REG-01,observedIn,DOC-CASE-022,1.0
CASE-2025-0086,DIS-06,diagnosedAs,DOC-CASE-022,1.0
CASE-2025-0086,DOC-CASE-022,evidenceFrom,DOC-CASE-022,1.0
CASE-2025-0086,SYM-12,hasObservedSymptom,DOC-CASE-022,1.0
CASE-2025-0086,SYM-13,hasObservedSymptom,DOC-CASE-022,1.0
CASE-2025-0087,CROP-01,ofCrop,DOC-CASE-022,1.0
CASE-2025-0087,REG-02,observedIn,DOC-CASE-022,1.0
CASE-2025-0087,DIS-05,diagnosedAs,DOC-CASE-022,1.0
CASE-2025-0087,DOC-CASE-022,evidenceFrom,DOC-CASE-022,1.0
CASE-2025-0087,SYM-10,hasObservedSymptom,DOC-CASE-022,1.0
CASE-2025-0087,SYM-11,hasObservedSymptom,DOC-CASE-022,1.0
CASE-2025-0088,CROP-01,ofCrop,DOC-CASE-022,1.0
CASE-2025-0088,REG-03,observedIn,DOC-CASE-022,1.0
CASE-2025-0088,DIS-01,diagnosedAs,DOC-CASE-022,1.0
CASE-2025-0088,DOC-CASE-022,evidenceFrom,DOC-CASE-022,1.0
CASE-2025-0088,SYM-01,hasObservedSymptom,DOC-CASE-022,1.0
CASE-2025-0088,SYM-02,hasObservedSymptom,DOC-CASE-022,1.0
CASE-2025-0089,CROP-01,ofCrop,DOC-CASE-023,1.0
CASE-2025-0089,REG-04,observedIn,DOC-CASE-023,1.0
CASE-2025-0089,DIS-05,diagnosedAs,DOC-CASE-023,1.0
CASE-2025-0089,DOC-CASE-023,evidenceFrom,DOC-CASE-023,1.0
CASE-2025-0089,SYM-10,hasObservedSymptom,DOC-CASE-023,1.0
CASE-2025-0089,SYM-11,hasObservedSymptom,DOC-CASE-023,1.0
CASE-2025-0089,SYM-03,hasObservedSymptom,DOC-CASE-023,1.0
CASE-2025-0090,CROP-01,ofCrop,DOC-CASE-023,1.0
CASE-2025-0090,REG-05,observedIn,DOC-CASE-023,1.0
CASE-2025-0090,DIS-01,diagnosedAs,DOC-CASE-023,1.0
CASE-2025-0090,DOC-CASE-023,evidenceFrom,DOC-CASE-023,1.0
CASE-2025-0090,SYM-01,hasObservedSymptom,DOC-CASE-023,1.0
CASE-2025-0090,SYM-02,hasObservedSymptom,DOC-CASE-023,1.0
CASE-2025-0091,CROP-01,ofCrop,DOC-CASE-023,1.0
CASE-2025-0091,REG-01,observedIn,DOC-CASE-023,1.0
CASE-2025-0091,DIS-07,diagnosedAs,DOC-CASE-023,1.0
CASE-2025-0091,DOC-CASE-023,evidenceFrom,DOC-CASE-023,1.0
CASE-2025-0091,SYM-01,hasObservedSymptom,DOC-CASE-023,1.0
CASE-2025-0091,SYM-14,hasObservedSymptom,DOC-CASE-023,1.0
CASE-2025-0092,CROP-01,ofCrop,DOC-CASE-023,1.0
CASE-2025-0092,REG-02,observedIn,DOC-CASE-023,1.0
CASE-2025-0092,DIS-08,diagnosedAs,DOC-CASE-023,1.0
CASE-2025-0092,DOC-CASE-023,evidenceFrom,DOC-CASE-023,1.0
CASE-2025-0092,SYM-15,hasObservedSymptom,DOC-CASE-023,1.0
CASE-2025-0092,SYM-16,hasObservedSymptom,DOC-CASE-023,1.0
CASE-2025-0093,CROP-01,ofCrop,DOC-CASE-024,1.0
CASE-2025-0093,REG-03,observedIn,DOC-CASE-024,1.0
CASE-2025-0093,DIS-04,diagnosedAs,DOC-CASE-024,1.0
CASE-2025-0093,DOC-CASE-024,evidenceFrom,DOC-CASE-024,1.0
CASE-2025-0093,SYM-08,hasObservedSymptom,DOC-CASE-024,1.0
CASE-2025-0093,SYM-09,hasObservedSymptom,DOC-CASE-024,1.0
CASE-2025-0093,SYM-03,hasObservedSymptom,DOC-CASE-024,1.0
CASE-2025-0094,CROP-01,ofCrop,DOC-CASE-024,1.0
CASE-2025-0094,REG-04,observedIn,DOC-CASE-024,1.0
CASE-2025-0094,DIS-08,diagnosedAs,DOC-CASE-024,1.0
CASE-2025-0094,DOC-CASE-024,evidenceFrom,DOC-CASE-024,1.0
CASE-2025-0094,SYM-15,hasObservedSymptom,DOC-CASE-024,1.0
CASE-2025-0094,SYM-16,hasObservedSymptom,DOC-CASE-024,1.0
CASE-2025-0095,CROP-01,ofCrop,DOC-CASE-024,1.0
CASE-2025-0095,REG-05,observedIn,DOC-CASE-024,1.0
CASE-2025-0095,DIS-04,diagnosedAs,DOC-CASE-024,1.0
CASE-2025-0095,DOC-CASE-024,evidenceFrom,DOC-CASE-024,1.0
CASE-2025-0095,SYM-08,hasObservedSymptom,DOC-CASE-024,1.0
CASE-2025-0095,SYM-09,hasObservedSymptom,DOC-CASE-024,1.0
CASE-2025-0096,CROP-01,ofCrop,DOC-CASE-024,1.0
CASE-2025-0096,REG-01,observedIn,DOC-CASE-024,1.0
CASE-2025-0096,DIS-07,diagnosedAs,DOC-CASE-024,1.0
CASE-2025-0096,DOC-CASE-024,evidenceFrom,DOC-CASE-024,1.0
CASE-2025-0096,SYM-01,hasObservedSymptom,DOC-CASE-024,1.0
CASE-2025-0096,SYM-14,hasObservedSymptom,DOC-CASE-024,1.0
CASE-2025-0097,CROP-01,ofCrop,DOC-CASE-025,1.0
CASE-2025-0097,REG-02,observedIn,DOC-CASE-025,1.0
CASE-2025-0097,DIS-08,diagnosedAs,DOC-CASE-025,1.0
CASE-2025-0097,DOC-CASE-025,evidenceFrom,DOC-CASE-025,1.0
CASE-2025-0097,SYM-15,hasObservedSymptom,DOC-CASE-025,1.0
CASE-2025-0097,SYM-16,hasObservedSymptom,DOC-CASE-025,1.0
CASE-2025-0098,CROP-01,ofCrop,DOC-CASE-025,1.0
CASE-2025-0098,REG-03,observedIn,DOC-CASE-025,1.0
CASE-2025-0098,DIS-04,diagnosedAs,DOC-CASE-025,1.0
CASE-2025-0098,DOC-CASE-025,evidenceFrom,DOC-CASE-025,1.0
CASE-2025-0098,SYM-08,hasObservedSymptom,DOC-CASE-025,1.0
CASE-2025-0098,SYM-09,hasObservedSymptom,DOC-CASE-025,1.0
CASE-2025-0099,CROP-01,ofCrop,DOC-CASE-025,1.0
CASE-2025-0099,REG-04,observedIn,DOC-CASE-025,1.0
CASE-2025-0099,DIS-08,diagnosedAs,DOC-CASE-025,1.0
CASE-2025-0099,DOC-CASE-025,evidenceFrom,DOC-CASE-025,1.0
CASE-2025-0099,SYM-15,hasObservedSymptom,DOC-CASE-025,1.0
CASE-2025-0099,SYM-16,hasObservedSymptom,DOC-CASE-025,1.0
CASE-2025-0100,CROP-01,ofCrop,DOC-CASE-025,1.0
CASE-2025-0100,REG-05,observedIn,DOC-CASE-025,1.0
CASE-2025-0100,DIS-04,diagnosedAs,DOC-CASE-025,1.0
CASE-2025-0100,DOC-CASE-025,evidenceFrom,DOC-CASE-025,1.0
CASE-2025-0100,SYM-08,hasObservedSymptom,DOC-CASE-025,1.0
CASE-2025-0100,SYM-09,hasObservedSymptom,DOC-CASE-025,1.0
CASE-2025-0101,CROP-01,ofCrop,DOC-CASE-026,1.0
CASE-2025-0101,REG-01,observedIn,DOC-CASE-026,1.0
CASE-2025-0101,DIS-02,diagnosedAs,DOC-CASE-026,1.0
CASE-2025-0101,DOC-CASE-026,evidenceFrom,DOC-CASE-026,1.0
CASE-2025-0101,SYM-05,hasObservedSymptom,DOC-CASE-026,1.0
CASE-2025-0101,SYM-03,hasObservedSymptom,DOC-CASE-026,1.0
CASE-2025-0102,CROP-01,ofCrop,DOC-CASE-026,1.0
CASE-2025-0102,REG-02,observedIn,DOC-CASE-026,1.0
CASE-2025-0102,DIS-08,diagnosedAs,DOC-CASE-026,1.0
CASE-2025-0102,DOC-CASE-026,evidenceFrom,DOC-CASE-026,1.0
CASE-2025-0102,SYM-15,hasObservedSymptom,DOC-CASE-026,1.0
CASE-2025-0102,SYM-16,hasObservedSymptom,DOC-CASE-026,1.0
CASE-2025-0103,CROP-01,ofCrop,DOC-CASE-026,1.0
CASE-2025-0103,REG-03,observedIn,DOC-CASE-026,1.0
CASE-2025-0103,DIS-04,diagnosedAs,DOC-CASE-026,1.0
CASE-2025-0103,DOC-CASE-026,evidenceFrom,DOC-CASE-026,1.0
CASE-2025-0103,SYM-08,hasObservedSymptom,DOC-CASE-026,1.0
CASE-2025-0103,SYM-09,hasObservedSymptom,DOC-CASE-026,1.0
CASE-2025-0104,CROP-01,ofCrop,DOC-CASE-026,1.0
CASE-2025-0104,REG-04,observedIn,DOC-CASE-026,1.0
CASE-2025-0104,DIS-08,diagnosedAs,DOC-CASE-026,1.0
CASE-2025-0104,DOC-CASE-026,evidenceFrom,DOC-CASE-026,1.0
CASE-2025-0104,SYM-15,hasObservedSymptom,DOC-CASE-026,1.0
CASE-2025-0104,SYM-16,hasObservedSymptom,DOC-CASE-026,1.0
CASE-2025-0105,CROP-01,ofCrop,DOC-CASE-027,1.0
CASE-2025-0105,REG-05,observedIn,DOC-CASE-027,1.0
CASE-2025-0105,DIS-04,diagnosedAs,DOC-CASE-027,1.0
CASE-2025-0105,DOC-CASE-027,evidenceFrom,DOC-CASE-027,1.0
CASE-2025-0105,SYM-08,hasObservedSymptom,DOC-CASE-027,1.0
CASE-2025-0105,SYM-09,hasObservedSymptom,DOC-CASE-027,1.0
