id,label,type,name,description
DOC-CASE-012,大豆田间病例记录第012组,Document,大豆田间病例记录第012组,"【田间记录A】调查范围：六合区、浦口区、溧水区、高淳区。2025-05-13在溧水区记录一例大豆叶部或根茎异常。现场观察为黑褐色凹陷斑，并伴有茎部条斑，并伴有叶色变黄，病情评定为中度。记录时温度21.8℃、相对湿度84%。教学标注诊断为大豆炭疽病。 2025-06-08在六合区记录一例大豆叶部或根茎异常。现场观察为凹陷坏死斑，并伴有豆荚条形病斑，病情评定为中度。记录时温度27.5℃、相对湿度91%。教学标注诊断为大豆炭疽病。

【田间记录B】2025-06-18在浦口区记录一例大豆叶部或根茎异常。现场观察为紫褐色斑缘，并伴有叶片黄化，病情评定为较重。记录时温度27.0℃、相对湿度83%。教学标注诊断为大豆灰斑病。 2025-06-28在高淳区记录一例大豆叶部或根茎异常。现场观察为黑褐色凹陷斑，并伴有茎部条斑，病情评定为轻度。记录时温度26.5℃、相对湿度87%。教学标注诊断为大豆炭疽病。

【记录说明】以上病例均为教学模拟记录。本组诊断分布为大豆炭疽病3例、大豆灰斑病1例。原始症状表达、标准症状编号和诊断编号同时保留，用于比较关键词检索、语义检索和结构化查询。"
DOC-CASE-013,大豆田间病例记录第013组,Document,大豆田间病例记录第013组,"【田间记录A】调查范围：六合区、江宁区、浦口区、溧水区。2025-06-10在江宁区记录一例大豆叶部或根茎异常。现场观察为灰白斑心，并伴有叶色变黄，病情评定为中度。记录时温度26.0℃、相对湿度79%。教学标注诊断为大豆灰斑病。 2025-06-20在溧水区记录一例大豆叶部或根茎异常。现场观察为黑褐色下陷病斑，并伴有茎荚条状病斑，病情评定为中度。记录时温度25.5℃、相对湿度92%。教学标注诊断为大豆炭疽病。

【田间记录B】2025-08-15在六合区记录一例大豆叶部或根茎异常。现场观察为褐色近圆形病斑，并伴有靶纹，病情评定为较重。记录时温度28.0℃、相对湿度87%。教学标注诊断为大豆靶斑病。 2025-07-25在浦口区记录一例大豆叶部或根茎异常。现场观察为灰白斑心，并伴有叶色变黄，病情评定为轻度。记录时温度26.5℃、相对湿度82%。教学标注诊断为大豆灰斑病。

【记录说明】以上病例均为教学模拟记录。本组诊断分布为大豆灰斑病2例、大豆炭疽病1例、大豆靶斑病1例。原始症状表达、标准症状编号和诊断编号同时保留，用于比较关键词检索、语义检索和结构化查询。"
DOC-CASE-014,大豆田间病例记录第014组,Document,大豆田间病例记录第014组,"【田间记录A】调查范围：六合区、江宁区、溧水区、高淳区。2025-07-07在高淳区记录一例大豆叶部或根茎异常。现场观察为黑褐色下陷病斑，并伴有茎荚条状病斑，并伴有叶片发黄，病情评定为中度。记录时温度29.2℃、相对湿度86%。教学标注诊断为大豆炭疽病。 2025-07-17在江宁区记录一例大豆叶部或根茎异常。现场观察为灰白中心紫褐边缘，并伴有叶片发黄，病情评定为中度。记录时温度28.8℃、相对湿度78%。教学标注诊断为大豆灰斑病。

【田间记录B】2025-07-27在溧水区记录一例大豆叶部或根茎异常。现场观察为凹陷坏死斑，并伴有豆荚条形病斑，病情评定为较重。记录时温度28.2℃、相对湿度91%。教学标注诊断为大豆炭疽病。 2025-09-22在六合区记录一例大豆叶部或根茎异常。现场观察为边缘颜色较深、轮廓接近圆形的棕褐斑块，并伴有同心轮纹，病情评定为轻度。记录时温度24.8℃、相对湿度86%。教学标注诊断为大豆靶斑病。

【记录说明】以上病例均为教学模拟记录。本组诊断分布为大豆炭疽病2例、大豆灰斑病1例、大豆靶斑病1例。原始症状表达、标准症状编号和诊断编号同时保留，用于比较关键词检索、语义检索和结构化查询。"
DOC-CASE-015,大豆田间病例记录第015组,Document,大豆田间病例记录第015组,"【田间记录A】调查范围：江宁区、浦口区、溧水区、高淳区。2025-08-04在浦口区记录一例大豆叶部或根茎异常。现场观察为灰白中心紫褐边缘，并伴有叶片发黄，病情评定为中度。记录时温度28.2℃、相对湿度81%。教学标注诊断为大豆灰斑病。 2025-08-14在高淳区记录一例大豆叶部或根茎异常。现场观察为凹陷坏死斑，并伴有豆荚条形病斑，病情评定为中度。记录时温度27.8℃、相对湿度85%。教学标注诊断为大豆炭疽病。

【田间记录B】2025-08-24在江宁区记录一例大豆叶部或根茎异常。现场观察为紫褐色斑缘，并伴有叶片黄化，病情评定为较重。记录时温度30.5℃、相对湿度86%。教学标注诊断为大豆灰斑病。 2025-08-06在溧水区记录一例大豆叶部或根茎异常。现场观察为黑褐色凹陷斑，并伴有茎部条斑，病情评定为轻度。记录时温度30.0℃、相对湿度90%。教学标注诊断为大豆炭疽病。

【记录说明】以上病例均为教学模拟记录。本组诊断分布为大豆灰斑病2例、大豆炭疽病2例。原始症状表达、标准症状编号和诊断编号同时保留，用于比较关键词检索、语义检索和结构化查询。"
DOC-CASE-016,大豆田间病例记录第016组,Document,大豆田间病例记录第016组,"【田间记录A】调查范围：六合区、江宁区、浦口区、高淳区。2025-05-01在六合区记录一例大豆叶部或根茎异常。现场观察为灰白斑心，并伴有叶色变黄，病情评定为中度。记录时温度23.5℃、相对湿度82%。教学标注诊断为大豆灰斑病。 2025-09-11在浦口区记录一例大豆叶部或根茎异常。现场观察为紫褐色斑缘，并伴有叶片黄化，病情评定为中度。记录时温度25.0℃、相对湿度80%。教学标注诊断为大豆灰斑病。

【田间记录B】2025-09-21在高淳区记录一例大豆叶部或根茎异常。现场观察为黑褐色凹陷斑，并伴有茎部条斑，病情评定为较重。记录时温度24.5℃、相对湿度84%。教学标注诊断为大豆炭疽病。 2025-09-03在江宁区记录一例大豆叶部或根茎异常。现场观察为灰白斑心，并伴有叶色变黄，病情评定为轻度。记录时温度24.0℃、相对湿度85%。教学标注诊断为大豆灰斑病。

【记录说明】以上病例均为教学模拟记录。本组诊断分布为大豆灰斑病3例、大豆炭疽病1例。原始症状表达、标准症状编号和诊断编号同时保留，用于比较关键词检索、语义检索和结构化查询。"
DOC-CASE-017,大豆田间病例记录第017组,Document,大豆田间病例记录第017组,"【田间记录A】调查范围：六合区、浦口区、溧水区、高淳区。2025-09-13在溧水区记录一例大豆叶部或根茎异常。现场观察为黑褐色下陷病斑，并伴有茎荚条状病斑，并伴有叶片发黄，病情评定为中度。记录时温度23.5℃、相对湿度89%。教学标注诊断为大豆炭疽病。 2025-06-08在六合区记录一例大豆叶部或根茎异常。现场观察为灰白中心紫褐边缘，并伴有叶片发黄，病情评定为中度。记录时温度27.2℃、相对湿度81%。教学标注诊断为大豆灰斑病。

【田间记录B】2025-05-18在浦口区记录一例大豆叶部或根茎异常。现场观察为褐色孢子堆，并伴有孢子粉，病情评定为较重。记录时温度23.8℃、相对湿度84%。教学标注诊断为大豆锈病。 2025-05-28在高淳区记录一例大豆叶部或根茎异常。现场观察为边缘颜色较深、轮廓接近圆形的棕褐斑块，并伴有病斑边缘深褐，病情评定为轻度。记录时温度23.2℃、相对湿度90%。教学标注诊断为大豆褐斑病。

【记录说明】以上病例均为教学模拟记录。本组诊断分布为大豆炭疽病1例、大豆灰斑病1例、大豆锈病1例、大豆褐斑病1例。原始症状表达、标准症状编号和诊断编号同时保留，用于比较关键词检索、语义检索和结构化查询。"
DOC-CASE-018,大豆田间病例记录第018组,Document,大豆田间病例记录第018组,"【田间记录A】调查范围：六合区、江宁区、浦口区、溧水区。2025-05-10在江宁区记录一例大豆叶部或根茎异常。现场观察为叶背褐色小疱，并伴有粉末状物，并伴有叶色变黄，病情评定为中度。记录时温度22.8℃、相对湿度89%。教学标注诊断为大豆锈病。 2025-05-20在溧水区记录一例大豆叶部或根茎异常。现场观察为棕褐色近圆斑，并伴有深褐色边界，病情评定为中度。记录时温度22.2℃、相对湿度86%。教学标注诊断为大豆褐斑病。

【田间记录B】2025-08-15在六合区记录一例大豆叶部或根茎异常。现场观察为受叶脉限制的角形斑，并伴有黄色晕圈，病情评定为较重。记录时温度27.8℃、相对湿度87%。教学标注诊断为大豆细菌性斑点病。 2025-06-25在浦口区记录一例大豆叶部或根茎异常。现场观察为叶背褐色小疱，并伴有粉末状物，病情评定为轻度。记录时温度27.5℃、相对湿度83%。教学标注诊断为大豆锈病。

【记录说明】以上病例均为教学模拟记录。本组诊断分布为大豆锈病2例、大豆褐斑病1例、大豆细菌性斑点病1例。原始症状表达、标准症状编号和诊断编号同时保留，用于比较关键词检索、语义检索和结构化查询。"
DOC-CASE-019,大豆田间病例记录第019组,Document,大豆田间病例记录第019组,"【田间记录A】调查范围：六合区、江宁区、溧水区、高淳区。2025-06-07在高淳区记录一例大豆叶部或根茎异常。现场观察为棕褐色近圆斑，并伴有深褐色边界，并伴有叶片黄化，病情评定为中度。记录时温度27.0℃、相对湿度89%。教学标注诊断为大豆褐斑病。 2025-06-17在江宁区记录一例大豆叶部或根茎异常。现场观察为叶背小疱斑，并伴有粉末状孢子，病情评定为中度。记录时温度26.5℃、相对湿度88%。教学标注诊断为大豆锈病。

【田间记录B】2025-06-27在溧水区记录一例大豆叶部或根茎异常。现场观察为褐色近圆形病斑，并伴有病斑边缘颜色较深，病情评定为较重。记录时温度26.0℃、相对湿度85%。教学标注诊断为大豆褐斑病。 2025-09-22在六合区记录一例大豆叶部或根茎异常。现场观察为水渍状角斑，并伴有病斑外缘黄晕，病情评定为轻度。记录时温度24.5℃、相对湿度86%。教学标注诊断为大豆细菌性斑点病。

【记录说明】以上病例均为教学模拟记录。本组诊断分布为大豆褐斑病2例、大豆锈病1例、大豆细菌性斑点病1例。原始症状表达、标准症状编号和诊断编号同时保留，用于比较关键词检索、语义检索和结构化查询。"
DOC-CASE-020,大豆田间病例记录第020组,Document,大豆田间病例记录第020组,"【田间记录A】调查范围：江宁区、浦口区、溧水区、高淳区。2025-07-04在浦口区记录一例大豆叶部或根茎异常。现场观察为叶背小疱斑，并伴有粉末状孢子，并伴有叶片发黄，病情评定为中度。记录时温度27.0℃、相对湿度91%。教学标注诊断为大豆锈病。 2025-07-14在高淳区记录一例大豆叶部或根茎异常。现场观察为褐色近圆形病斑，并伴有病斑边缘颜色较深，病情评定为中度。记录时温度26.5℃、相对湿度88%。教学标注诊断为大豆褐斑病。

【田间记录B】2025-07-24在江宁区记录一例大豆叶部或根茎异常。现场观察为褐色孢子堆，并伴有孢子粉，病情评定为较重。记录时温度29.2℃、相对湿度87%。教学标注诊断为大豆锈病。 2025-07-06在溧水区记录一例大豆叶部或根茎异常。现场观察为边缘颜色较深、轮廓接近圆形的棕褐斑块，并伴有病斑边缘深褐，病情评定为轻度。记录时温度28.8℃、相对湿度84%。教学标注诊断为大豆褐斑病。

【记录说明】以上病例均为教学模拟记录。本组诊断分布为大豆锈病2例、大豆褐斑病2例。原始症状表达、标准症状编号和诊断编号同时保留，用于比较关键词检索、语义检索和结构化查询。"
DOC-CASE-021,大豆田间病例记录第021组,Document,大豆田间病例记录第021组,"【田间记录A】调查范围：六合区、江宁区、浦口区、高淳区。2025-05-01在六合区记录一例大豆叶部或根茎异常。现场观察为黑褐色凹陷斑，并伴有茎部条斑，并伴有叶色变黄，病情评定为中度。记录时温度23.2℃、相对湿度84%。教学标注诊断为大豆炭疽病。 2025-08-11在浦口区记录一例大豆叶部或根茎异常。现场观察为褐色孢子堆，并伴有孢子粉，病情评定为中度。记录时温度28.8℃、相对湿度90%。教学标注诊断为大豆锈病。

【田间记录B】2025-08-21在高淳区记录一例大豆叶部或根茎异常。现场观察为边缘颜色较深、轮廓接近圆形的棕褐斑块，并伴有病斑边缘深褐，病情评定为较重。记录时温度28.2℃、相对湿度87%。教学标注诊断为大豆褐斑病。 2025-08-03在江宁区记录一例大豆叶部或根茎异常。现场观察为叶背褐色小疱，并伴有粉末状物，病情评定为轻度。记录时温度27.8℃、相对湿度86%。教学标注诊断为大豆锈病。

【记录说明】以上病例均为教学模拟记录。本组诊断分布为大豆锈病2例、大豆炭疽病1例、大豆褐斑病1例。原始症状表达、标准症状编号和诊断编号同时保留，用于比较关键词检索、语义检索和结构化查询。"
DOC-CASE-022,大豆田间病例记录第022组,Document,大豆田间病例记录第022组,"【田间记录A】调查范围：六合区、浦口区、溧水区、高淳区。2025-08-13在溧水区记录一例大豆叶部或根茎异常。现场观察为棕褐色近圆斑，并伴有深褐色边界，并伴有叶片黄化，病情评定为中度。记录时温度30.5℃、相对湿度83%。教学标注诊断为大豆褐斑病。 2025-06-08在六合区记录一例大豆叶部或根茎异常。现场观察为黑褐色下陷病斑，并伴有茎荚条状病斑，病情评定为中度。记录时温度27.0℃、相对湿度92%。教学标注诊断为大豆炭疽病。

【田间记录B】2025-09-18在浦口区记录一例大豆叶部或根茎异常。现场观察为叶背褐色小疱，并伴有粉末状物，病情评定为较重。记录时温度25.5℃、相对湿度89%。教学标注诊断为大豆锈病。 2025-09-28在高淳区记录一例大豆叶部或根茎异常。现场观察为棕褐色近圆斑，并伴有深褐色边界，病情评定为轻度。记录时温度25.0℃、相对湿度86%。教学标注诊断为大豆褐斑病。

【记录说明】以上病例均为教学模拟记录。本组诊断分布为大豆褐斑病2例、大豆炭疽病1例、大豆锈病1例。原始症状表达、标准症状编号和诊断编号同时保留，用于比较关键词检索、语义检索和结构化查询。"
DOC-CASE-023,大豆田间病例记录第023组,Document,大豆田间病例记录第023组,"【田间记录A】调查范围：六合区、江宁区、浦口区、溧水区。2025-09-10在江宁区记录一例大豆叶部或根茎异常。现场观察为叶背小疱斑，并伴有粉末状孢子，并伴有叶片发黄，病情评定为中度。记录时温度24.5℃、相对湿度85%。教学标注诊断为大豆锈病。 2025-09-20在溧水区记录一例大豆叶部或根茎异常。现场观察为褐色近圆形病斑，并伴有病斑边缘颜色较深，病情评定为中度。记录时温度24.0℃、相对湿度82%。教学标注诊断为大豆褐斑病。

【田间记录B】2025-08-15在六合区记录一例大豆叶部或根茎异常。现场观察为棕褐色近圆斑，并伴有同心环纹，病情评定为较重。记录时温度27.5℃、相对湿度88%。教学标注诊断为大豆靶斑病。 2025-05-25在浦口区记录一例大豆叶部或根茎异常。现场观察为近地面茎部变暗，并伴有根系腐烂萎蔫，病情评定为轻度。记录时温度24.2℃、相对湿度93%。教学标注诊断为大豆疫霉根腐病。

【记录说明】以上病例均为教学模拟记录。本组诊断分布为大豆锈病1例、大豆褐斑病1例、大豆靶斑病1例、大豆疫霉根腐病1例。原始症状表达、标准症状编号和诊断编号同时保留，用于比较关键词检索、语义检索和结构化查询。"
DOC-CASE-024,大豆田间病例记录第024组,Document,大豆田间病例记录第024组,"【田间记录A】调查范围：六合区、江宁区、溧水区、高淳区。2025-05-07在高淳区记录一例大豆叶部或根茎异常。现场观察为叶面淡黄斑，并伴有叶背霉层，并伴有叶色变黄，病情评定为中度。记录时温度23.8℃、相对湿度90%。教学标注诊断为大豆霜霉病。 2025-05-17在江宁区记录一例大豆叶部或根茎异常。现场观察为茎基部褐变，并伴有植株萎蔫，病情评定为中度。记录时温度23.2℃、相对湿度89%。教学标注诊断为大豆疫霉根腐病。

【田间记录B】2025-05-27在溧水区记录一例大豆叶部或根茎异常。现场观察为叶面黄斑，并伴有叶背灰白霉层，病情评定为较重。记录时温度22.8℃、相对湿度95%。教学标注诊断为大豆霜霉病。 2025-09-22在六合区记录一例大豆叶部或根茎异常。现场观察为褐色近圆形病斑，并伴有靶纹，病情评定为轻度。记录时温度24.2℃、相对湿度87%。教学标注诊断为大豆靶斑病。

【记录说明】以上病例均为教学模拟记录。本组诊断分布为大豆霜霉病2例、大豆疫霉根腐病1例、大豆靶斑病1例。原始症状表达、标准症状编号和诊断编号同时保留，用于比较关键词检索、语义检索和结构化查询。"
DOC-CASE-025,大豆田间病例记录第025组,Document,大豆田间病例记录第025组,"【田间记录A】调查范围：江宁区、浦口区、溧水区、高淳区。2025-06-04在浦口区记录一例大豆叶部或根茎异常。现场观察为茎基部褐变，并伴有植株萎蔫，病情评定为中度。记录时温度24.8℃、相对湿度92%。教学标注诊断为大豆疫霉根腐病。 2025-06-14在高淳区记录一例大豆叶部或根茎异常。现场观察为叶面黄斑，并伴有叶背灰白霉层，病情评定为中度。记录时温度27.5℃、相对湿度89%。教学标注诊断为大豆霜霉病。

【田间记录B】2025-06-24在江宁区记录一例大豆叶部或根茎异常。现场观察为茎基部暗褐变，并伴有根腐，病情评定为较重。记录时温度27.0℃、相对湿度88%。教学标注诊断为大豆疫霉根腐病。 2025-06-06在溧水区记录一例大豆叶部或根茎异常。现场观察为叶片淡黄色斑块，并伴有灰白色霉状物，病情评定为轻度。记录时温度26.5℃、相对湿度94%。教学标注诊断为大豆霜霉病。

【记录说明】以上病例均为教学模拟记录。本组诊断分布为大豆疫霉根腐病2例、大豆霜霉病2例。原始症状表达、标准症状编号和诊断编号同时保留，用于比较关键词检索、语义检索和结构化查询。"
DOC-CASE-026,大豆田间病例记录第026组,Document,大豆田间病例记录第026组,"【田间记录A】调查范围：六合区、江宁区、浦口区、高淳区。2025-05-01在六合区记录一例大豆叶部或根茎异常。现场观察为紫褐色斑缘，并伴有叶片黄化，病情评定为中度。记录时温度23.0℃、相对湿度83%。教学标注诊断为大豆灰斑病。 2025-07-11在浦口区记录一例大豆叶部或根茎异常。现场观察为茎基部暗褐变，并伴有根腐，病情评定为中度。记录时温度27.5℃、相对湿度91%。教学标注诊断为大豆疫霉根腐病。

【田间记录B】2025-07-21在高淳区记录一例大豆叶部或根茎异常。现场观察为叶片淡黄色斑块，并伴有灰白色霉状物，病情评定为较重。记录时温度27.0℃、相对湿度88%。教学标注诊断为大豆霜霉病。 2025-07-03在江宁区记录一例大豆叶部或根茎异常。现场观察为近地面茎部变暗，并伴有根系腐烂萎蔫，病情评定为轻度。记录时温度26.5℃、相对湿度96%。教学标注诊断为大豆疫霉根腐病。

【记录说明】以上病例均为教学模拟记录。本组诊断分布为大豆疫霉根腐病2例、大豆灰斑病1例、大豆霜霉病1例。原始症状表达、标准症状编号和诊断编号同时保留，用于比较关键词检索、语义检索和结构化查询。"
DOC-CASE-027,大豆田间病例记录第027组,Document,大豆田间病例记录第027组,"【田间记录A】调查范围：六合区、浦口区、溧水区、高淳区。2025-07-13在溧水区记录一例大豆叶部或根茎异常。现场观察为叶面淡黄斑，并伴有叶背霉层，并伴有叶色变黄，病情评定为中度。记录时温度29.2℃、相对湿度93%。教学标注诊断为大豆霜霉病。 2025-06-08在六合区记录一例大豆叶部或根茎异常。现场观察为灰白斑心，并伴有叶色变黄，病情评定为中度。记录时温度26.8℃、相对湿度82%。教学标注诊断为大豆灰斑病。

【田间记录B】2025-08-18在浦口区记录一例大豆叶部或根茎异常。现场观察为近地面茎部变暗，并伴有根系腐烂萎蔫，病情评定为较重。记录时温度29.2℃、相对湿度90%。教学标注诊断为大豆疫霉根腐病。 2025-08-28在高淳区记录一例大豆叶部或根茎异常。现场观察为叶面淡黄斑，并伴有叶背霉层，病情评定为轻度。记录时温度28.8℃、相对湿度87%。教学标注诊断为大豆霜霉病。

【记录说明】以上病例均为教学模拟记录。本组诊断分布为大豆霜霉病2例、大豆灰斑病1例、大豆疫霉根腐病1例。原始症状表达、标准症状编号和诊断编号同时保留，用于比较关键词检索、语义检索和结构化查询。"
DOC-CASE-028,大豆田间病例记录第028组,Document,大豆田间病例记录第028组,"【田间记录A】调查范围：六合区、江宁区、浦口区、溧水区。2025-08-10在江宁区记录一例大豆叶部或根茎异常。现场观察为茎基部褐变，并伴有植株萎蔫，病情评定为中度。记录时温度28.2℃、相对湿度95%。教学标注诊断为大豆疫霉根腐病。 2025-08-20在溧水区记录一例大豆叶部或根茎异常。现场观察为叶面黄斑，并伴有叶背灰白霉层，病情评定为中度。记录时温度27.8℃、相对湿度92%。教学标注诊断为大豆霜霉病。

【田间记录B】2025-08-15在六合区记录一例大豆叶部或根茎异常。现场观察为角斑水渍状，并伴有黄绿色晕圈，病情评定为较重。记录时温度30.5℃、相对湿度88%。教学标注诊断为大豆细菌性斑点病。 2025-09-25在浦口区记录一例大豆叶部或根茎异常。现场观察为茎基部褐变，并伴有植株萎蔫，病情评定为轻度。记录时温度26.0℃、相对湿度89%。教学标注诊断为大豆疫霉根腐病。

【记录说明】以上病例均为教学模拟记录。本组诊断分布为大豆疫霉根腐病2例、大豆霜霉病1例、大豆细菌性斑点病1例。原始症状表达、标准症状编号和诊断编号同时保留，用于比较关键词检索、语义检索和结构化查询。"
DOC-CASE-029,大豆田间病例记录第029组,Document,大豆田间病例记录第029组,"【田间记录A】调查范围：六合区、江宁区、溧水区、高淳区。2025-09-07在高淳区记录一例大豆叶部或根茎异常。现场观察为叶面黄斑，并伴有叶背灰白霉层，并伴有叶片发黄，病情评定为中度。记录时温度25.5℃、相对湿度95%。教学标注诊断为大豆霜霉病。 2025-09-17在江宁区记录一例大豆叶部或根茎异常。现场观察为茎基部暗褐变，并伴有根腐，病情评定为中度。记录时温度25.0℃、相对湿度94%。教学标注诊断为大豆疫霉根腐病。

【田间记录B】2025-09-27在溧水区记录一例大豆叶部或根茎异常。现场观察为叶片淡黄色斑块，并伴有灰白色霉状物，病情评定为较重。记录时温度24.5℃、相对湿度91%。教学标注诊断为大豆霜霉病。 2025-09-22在六合区记录一例大豆叶部或根茎异常。现场观察为受叶脉限制的角形斑，并伴有黄色晕圈，病情评定为轻度。记录时温度24.0℃、相对湿度87%。教学标注诊断为大豆细菌性斑点病。

【记录说明】以上病例均为教学模拟记录。本组诊断分布为大豆霜霉病2例、大豆疫霉根腐病1例、大豆细菌性斑点病1例。原始症状表达、标准症状编号和诊断编号同时保留，用于比较关键词检索、语义检索和结构化查询。"
DOC-CASE-030,大豆田间病例记录第030组,Document,大豆田间病例记录第030组,"【田间记录A】调查范围：江宁区、浦口区、溧水区、高淳区。2025-05-04在浦口区记录一例大豆叶部或根茎异常。现场观察为角斑水渍状，并伴有黄绿色晕圈，并伴有叶色变黄，病情评定为中度。记录时温度21.5℃、相对湿度85%。教学标注诊断为大豆细菌性斑点病。 2025-05-14在高淳区记录一例大豆叶部或根茎异常。现场观察为棕褐色近圆斑，并伴有同心环纹，病情评定为中度。记录时温度24.2℃、相对湿度88%。教学标注诊断为大豆靶斑病。

【田间记录B】2025-05-24在江宁区记录一例大豆叶部或根茎异常。现场观察为受叶脉限制的角形斑，并伴有黄色晕圈，病情评定为较重。记录时温度23.8℃、相对湿度90%。教学标注诊断为大豆细菌性斑点病。 2025-05-06在溧水区记录一例大豆叶部或根茎异常。现场观察为褐色近圆形病斑，并伴有靶纹，病情评定为轻度。记录时温度23.2℃、相对湿度84%。教学标注诊断为大豆靶斑病。

【记录说明】以上病例均为教学模拟记录。本组诊断分布为大豆细菌性斑点病2例、大豆靶斑病2例。原始症状表达、标准症状编号和诊断编号同时保留，用于比较关键词检索、语义检索和结构化查询。"
DOC-CASE-031,大豆田间病例记录第031组,Document,大豆田间病例记录第031组,"【田间记录A】调查范围：六合区、江宁区、浦口区、高淳区。2025-05-01在六合区记录一例大豆叶部或根茎异常。现场观察为凹陷坏死斑，并伴有豆荚条形病斑，并伴有叶片黄化，病情评定为中度。记录时温度22.8℃、相对湿度85%。教学标注诊断为大豆炭疽病。 2025-06-11在浦口区记录一例大豆叶部或根茎异常。现场观察为受叶脉限制的角形斑，并伴有黄色晕圈，病情评定为中度。记录时温度25.2℃、相对湿度93%。教学标注诊断为大豆细菌性斑点病。

【田间记录B】2025-06-21在高淳区记录一例大豆叶部或根茎异常。现场观察为褐色近圆形病斑，并伴有靶纹，病情评定为较重。记录时温度24.8℃、相对湿度87%。教学标注诊断为大豆靶斑病。 2025-06-03在江宁区记录一例大豆叶部或根茎异常。现场观察为水渍状角斑，并伴有病斑外缘黄晕，病情评定为轻度。记录时温度27.5℃、相对湿度89%。教学标注诊断为大豆细菌性斑点病。"
DOC-CASE-032,大豆田间病例记录第032组,Document,大豆田间病例记录第032组,"【田间记录A】调查范围：六合区、浦口区、溧水区、高淳区。2025-06-13在溧水区记录一例大豆叶部或根茎异常。现场观察为边缘颜色较深、轮廓接近圆形的棕褐斑块，并伴有同心轮纹，并伴有叶片发黄，病情评定为中度。记录时温度27.0℃、相对湿度83%。教学标注诊断为大豆靶斑病。 2025-06-08在六合区记录一例大豆叶部或根茎异常。现场观察为黑褐色凹陷斑，并伴有茎部条斑，病情评定为中度。记录时温度26.5℃、相对湿度84%。教学标注诊断为大豆炭疽病。

【田间记录B】2025-07-18在浦口区记录一例大豆叶部或根茎异常。现场观察为水渍状角斑，并伴有病斑外缘黄晕，病情评定为较重。记录时温度28.0℃、相对湿度92%。教学标注诊断为大豆细菌性斑点病。 2025-07-28在高淳区记录一例大豆叶部或根茎异常。现场观察为边缘颜色较深、轮廓接近圆形的棕褐斑块，并伴有同心轮纹，病情评定为轻度。记录时温度27.5℃、相对湿度86%。教学标注诊断为大豆靶斑病。"
DOC-CASE-033,大豆田间病例记录第033组,Document,大豆田间病例记录第033组,"【田间记录A】调查范围：六合区、江宁区、浦口区、溧水区。2025-07-10在江宁区记录一例大豆叶部或根茎异常。现场观察为角斑水渍状，并伴有黄绿色晕圈，并伴有叶色变黄，病情评定为中度。记录时温度27.0℃、相对湿度88%。教学标注诊断为大豆细菌性斑点病。 2025-07-20在溧水区记录一例大豆叶部或根茎异常。现场观察为棕褐色近圆斑，并伴有同心环纹，病情评定为中度。记录时温度26.5℃、相对湿度82%。教学标注诊断为大豆靶斑病。

【田间记录B】2025-08-15在六合区记录一例大豆叶部或根茎异常。现场观察为边缘颜色较深、轮廓接近圆形的棕褐斑块，并伴有同心轮纹，病情评定为较重。记录时温度30.2℃、相对湿度89%。教学标注诊断为大豆靶斑病。 2025-08-25在浦口区记录一例大豆叶部或根茎异常。现场观察为角斑水渍状，并伴有黄绿色晕圈，病情评定为轻度。记录时温度29.8℃、相对湿度91%。教学标注诊断为大豆细菌性斑点病。"
DOC-CASE-034,大豆田间病例记录第034组,Document,大豆田间病例记录第034组,"【田间记录A】调查范围：六合区、江宁区、溧水区、高淳区。2025-08-07在高淳区记录一例大豆叶部或根茎异常。现场观察为棕褐色近圆斑，并伴有同心环纹，并伴有叶片黄化，病情评定为中度。记录时温度29.2℃、相对湿度85%。教学标注诊断为大豆靶斑病。 2025-08-17在江宁区记录一例大豆叶部或根茎异常。现场观察为受叶脉限制的角形斑，并伴有黄色晕圈，病情评定为中度。记录时温度28.8℃、相对湿度87%。教学标注诊断为大豆细菌性斑点病。

【田间记录B】2025-08-27在溧水区记录一例大豆叶部或根茎异常。现场观察为褐色近圆形病斑，并伴有靶纹，病情评定为较重。记录时温度28.2℃、相对湿度81%。教学标注诊断为大豆靶斑病。 2025-09-22在六合区记录一例大豆叶部或根茎异常。现场观察为棕褐色近圆斑，并伴有同心环纹，病情评定为轻度。记录时温度23.8℃、相对湿度88%。教学标注诊断为大豆靶斑病。"
DOC-CASE-035,大豆田间病例记录第035组,Document,大豆田间病例记录第035组,"【田间记录A】调查范围：江宁区、浦口区、溧水区、高淳区。2025-09-04在浦口区记录一例大豆叶部或根茎异常。现场观察为受叶脉限制的角形斑，并伴有黄色晕圈，并伴有叶片发黄，病情评定为中度。记录时温度26.5℃、相对湿度90%。教学标注诊断为大豆细菌性斑点病。 2025-09-14在高淳区记录一例大豆叶部或根茎异常。现场观察为褐色近圆形病斑，并伴有靶纹，病情评定为中度。记录时温度26.0℃、相对湿度84%。教学标注诊断为大豆靶斑病。

【田间记录B】2025-09-24在江宁区记录一例大豆叶部或根茎异常。现场观察为水渍状角斑，并伴有病斑外缘黄晕，病情评定为较重。记录时温度25.5℃、相对湿度86%。教学标注诊断为大豆细菌性斑点病。 2025-09-06在溧水区记录一例大豆叶部或根茎异常。现场观察为边缘颜色较深、轮廓接近圆形的棕褐斑块，并伴有同心轮纹，病情评定为轻度。记录时温度25.0℃、相对湿度89%。教学标注诊断为大豆靶斑病。"
